Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-04-25 02:46:09,Female,Zamfara,University,Low income,1-2 hours,2-3 times a week,Hands-on practice,Past questions,Often,Yes,Rarely,Hinders somewhat,Rarely,Never,I performed worse than expected,> 270
2024-05-10 01:29:12,Male,Cross River,University,High income,More than 4 hours,Only before exams,Watching videos,Tutor,Sometimes,No,Sometimes,No impact,Rarely,Rarely,I performed better than expected,< 120
2024-05-20 23:45:28,Female,Kaduna,Primary school,Low income,Less than 1 hour,Once a week,Watching videos,Textbooks,Often,No,Almost always,Helps a lot,Rarely,Often,I performed as expected,200 - 270
2024-04-28 11:47:34,Female,Cross River,Primary school,Low income,2-4 hours,Once a week,Reading notes,Tutor,Always,Yes,Always,No impact,Never,Often,I performed as expected,120 - 200
2024-04-27 20:33:00,Female,Bauchi,Secondary school,High income,1-2 hours,Once a week,Group discussions,Tutor,Often,No,Never,Hinders a lot,Rarely,Never,I performed better than expected,< 120
2024-02-27 01:49:54,Female,FCT,University,Low income,Less than 1 hour,4-6 times a week,Hands-on practice,Past questions,Rarely,Yes,Rarely,No impact,Sometimes,Never,I performed worse than expected,200 - 270
2024-05-31 13:36:38,Male,Kebbi,Secondary school,High income,More than 4 hours,4-6 times a week,Reading notes,Textbooks,Always,No,Rarely,Hinders a lot,Usually,Rarely,I performed worse than expected,120 - 200
2024-06-30 11:40:32,Male,Kaduna,University,Middle income,2-4 hours,2-3 times a week,Group discussions,Textbooks,Often,No,Rarely,Hinders somewhat,Never,Always,I performed as expected,> 270
2024-03-16 12:41:35,Female,Taraba,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Reading notes,Tutor,Often,Yes,Sometimes,Hinders a lot,Usually,Sometimes,I performed worse than expected,< 120
2024-02-05 02:48:14,Female,Anambra,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Only before exams,Reading notes,Online materials,Often,Yes,Always,Hinders somewhat,Usually,Sometimes,I performed worse than expected,120 - 200
2024-02-14 23:06:53,Female,Bauchi,No formal education,Low income,2-4 hours,4-6 times a week,Reading notes,Textbooks,Sometimes,Yes,Sometimes,No impact,Rarely,Never,I performed as expected,> 270
2024-06-12 02:39:03,Female,Anambra,University,Low income,1-2 hours,Only before exams,Reading notes,Past questions,Sometimes,Yes,Almost always,Helps somewhat,Rarely,Rarely,I performed worse than expected,< 120
2024-07-10 01:59:11,Female,Imo,Secondary school,Middle income,2-4 hours,Once a week,Hands-on practice,Past questions,Never,Yes,Always,Helps somewhat,Rarely,Rarely,I performed worse than expected,200 - 270
2024-09-19 02:49:07,Female,Kano,No formal education,Low income,2-4 hours,Every day,Watching videos,Textbooks,Sometimes,Yes,Rarely,No impact,Never,Often,I performed worse than expected,> 270
2024-06-10 12:59:04,Female,Katsina,Secondary school,Middle income,2-4 hours,4-6 times a week,Watching videos,Textbooks,Never,No,Almost always,Hinders somewhat,Always,Rarely,I performed better than expected,200 - 270
2024-07-08 23:36:07,Male,Kano,University,High income,1-2 hours,2-3 times a week,Hands-on practice,Textbooks,Always,Yes,Almost always,Hinders somewhat,Usually,Sometimes,I performed better than expected,120 - 200
2024-07-17 07:27:59,Female,Lagos,"Postgraduate(Masters,PhD)",High income,2-4 hours,Every day,Hands-on practice,Textbooks,Sometimes,Yes,Never,No impact,Never,Sometimes,I performed better than expected,> 270
2024-09-25 20:22:07,Male,Oyo,Primary school,High income,Less than 1 hour,Once a week,Group discussions,Textbooks,Sometimes,No,Sometimes,Helps somewhat,Always,Often,I performed as expected,120 - 200
2024-08-27 04:19:41,Male,Imo,Primary school,High income,More than 4 hours,Never,Watching videos,Textbooks,Always,Yes,Sometimes,Hinders a lot,Always,Often,I performed better than expected,120 - 200
2024-01-05 03:05:15,Female,Ekiti,No formal education,Low income,More than 4 hours,Every day,Group discussions,Online materials,Sometimes,Yes,Never,Helps a lot,Rarely,Often,I performed as expected,> 270
2024-03-10 01:12:50,Male,Taraba,University,Low income,2-4 hours,Never,Watching videos,Tutor,Rarely,Yes,Rarely,Helps somewhat,Always,Often,I performed better than expected,120 - 200
2024-05-29 09:25:02,Male,Ondo,"Postgraduate(Masters,PhD)",Low income,1-2 hours,Only before exams,Hands-on practice,Online materials,Rarely,No,Rarely,No impact,Never,Often,I performed better than expected,120 - 200
2024-01-20 01:07:26,Female,Bauchi,Secondary school,Low income,1-2 hours,Only before exams,Hands-on practice,Tutor,Never,No,Almost always,Hinders a lot,Never,Always,I performed worse than expected,< 120
2024-03-03 20:58:09,Male,Kwara,University,Middle income,Less than 1 hour,2-3 times a week,Group discussions,Textbooks,Rarely,Yes,Sometimes,Helps a lot,Sometimes,Often,I performed as expected,120 - 200
2024-03-23 11:31:45,Female,Kaduna,No formal education,Middle income,More than 4 hours,Only before exams,Group discussions,Textbooks,Rarely,Yes,Always,Helps somewhat,Usually,Rarely,I performed as expected,120 - 200
2024-05-28 13:17:28,Male,Oyo,Secondary school,Middle income,2-4 hours,Once a week,Group discussions,Tutor,Sometimes,Yes,Sometimes,Hinders a lot,Usually,Always,I performed better than expected,120 - 200
2024-09-02 00:58:21,Male,Plateau,Primary school,Low income,Less than 1 hour,2-3 times a week,Group discussions,Videos,Sometimes,Yes,Rarely,Hinders a lot,Never,Sometimes,I performed worse than expected,200 - 270
2024-09-16 13:41:27,Female,Ebonyi,No formal education,Low income,More than 4 hours,Only before exams,Listening to lectures,Tutor,Often,No,Rarely,No impact,Sometimes,Never,I performed as expected,> 270
2024-04-09 17:47:44,Male,Akwa Ibom,No formal education,Low income,2-4 hours,Only before exams,Hands-on practice,Videos,Never,No,Rarely,No impact,Usually,Rarely,I performed worse than expected,< 120
2024-07-06 13:42:59,Male,Rivers,University,Low income,1-2 hours,Every day,Hands-on practice,Textbooks,Sometimes,Yes,Almost always,Helps a lot,Never,Never,I performed as expected,120 - 200
2024-02-05 12:24:25,Female,Lagos,University,High income,1-2 hours,2-3 times a week,Reading notes,Past questions,Often,No,Rarely,Helps somewhat,Always,Rarely,I performed better than expected,120 - 200
2024-06-11 13:24:59,Female,Lagos,No formal education,Low income,Less than 1 hour,2-3 times a week,Hands-on practice,Videos,Never,Yes,Sometimes,Helps a lot,Usually,Often,I performed worse than expected,200 - 270
2024-02-23 15:55:18,Female,FCT,Primary school,Low income,Less than 1 hour,Only before exams,Watching videos,Online materials,Sometimes,Yes,Almost always,Helps a lot,Sometimes,Rarely,I performed as expected,< 120
2024-02-28 07:04:39,Female,Kano,No formal education,Middle income,Less than 1 hour,Once a week,Group discussions,Tutor,Never,Yes,Always,Helps somewhat,Sometimes,Sometimes,I performed as expected,> 270
2024-08-07 19:25:44,Female,Niger,No formal education,High income,More than 4 hours,4-6 times a week,Group discussions,Textbooks,Sometimes,No,Never,No impact,Sometimes,Sometimes,I performed as expected,120 - 200
2024-08-20 11:59:45,Female,Kaduna,University,Low income,1-2 hours,Only before exams,Listening to lectures,Past questions,Often,No,Never,Hinders somewhat,Rarely,Rarely,I performed better than expected,< 120
2024-02-23 23:16:47,Female,Bayelsa,University,High income,1-2 hours,Once a week,Watching videos,Past questions,Rarely,No,Always,Hinders a lot,Rarely,Always,I performed worse than expected,< 120
2024-09-26 08:05:20,Female,Borno,University,Middle income,More than 4 hours,Once a week,Group discussions,Past questions,Never,No,Sometimes,Hinders somewhat,Never,Often,I performed as expected,200 - 270
2024-03-27 09:37:02,Male,Plateau,Primary school,High income,1-2 hours,2-3 times a week,Watching videos,Past questions,Rarely,Yes,Never,Hinders a lot,Rarely,Never,I performed as expected,> 270
2024-03-22 21:21:46,Female,Adamawa,Secondary school,Middle income,1-2 hours,Only before exams,Watching videos,Textbooks,Sometimes,Yes,Rarely,No impact,Usually,Sometimes,I performed better than expected,< 120
2024-01-30 01:04:22,Female,Rivers,University,Middle income,Less than 1 hour,Once a week,Listening to lectures,Past questions,Often,No,Always,Hinders a lot,Usually,Sometimes,I performed worse than expected,< 120
2024-06-06 09:45:34,Female,Adamawa,Primary school,Middle income,2-4 hours,Only before exams,Group discussions,Tutor,Sometimes,No,Always,Helps somewhat,Sometimes,Sometimes,I performed worse than expected,> 270
2024-07-27 01:30:11,Female,Niger,University,Middle income,2-4 hours,Every day,Reading notes,Tutor,Often,Yes,Rarely,Helps a lot,Always,Rarely,I performed better than expected,200 - 270
2024-03-14 11:42:30,Female,FCT,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,4-6 times a week,Watching videos,Tutor,Always,Yes,Sometimes,Hinders somewhat,Never,Always,I performed worse than expected,> 270
2024-09-09 12:10:21,Female,Ekiti,University,Low income,1-2 hours,4-6 times a week,Listening to lectures,Tutor,Always,No,Rarely,Hinders somewhat,Always,Often,I performed as expected,200 - 270
2024-01-21 09:42:12,Female,Adamawa,No formal education,High income,Less than 1 hour,Once a week,Listening to lectures,Tutor,Never,Yes,Almost always,Helps somewhat,Never,Sometimes,I performed as expected,120 - 200
2024-07-08 00:28:37,Female,Kano,Primary school,Middle income,2-4 hours,Only before exams,Reading notes,Past questions,Sometimes,No,Rarely,Helps a lot,Sometimes,Often,I performed better than expected,200 - 270
2024-03-30 07:16:42,Male,Enugu,University,Middle income,2-4 hours,Once a week,Listening to lectures,Tutor,Always,Yes,Almost always,Hinders a lot,Rarely,Always,I performed as expected,120 - 200
2024-03-06 02:50:45,Female,Osun,Secondary school,High income,2-4 hours,2-3 times a week,Listening to lectures,Videos,Often,Yes,Always,Helps somewhat,Sometimes,Never,I performed better than expected,> 270
2024-02-19 04:20:35,Female,Kaduna,"Postgraduate(Masters,PhD)",High income,1-2 hours,Once a week,Group discussions,Online materials,Sometimes,No,Rarely,Helps a lot,Always,Sometimes,I performed worse than expected,200 - 270
2024-02-04 23:27:52,Female,Kwara,Primary school,Low income,2-4 hours,Only before exams,Group discussions,Textbooks,Never,Yes,Almost always,Hinders somewhat,Rarely,Always,I performed better than expected,> 270
2024-04-21 19:33:47,Male,Enugu,Primary school,Low income,More than 4 hours,Once a week,Hands-on practice,Past questions,Never,Yes,Always,Helps somewhat,Sometimes,Never,I performed as expected,200 - 270
2024-10-01 07:24:16,Female,Plateau,Secondary school,High income,2-4 hours,4-6 times a week,Listening to lectures,Tutor,Sometimes,No,Almost always,No impact,Usually,Always,I performed worse than expected,> 270
2024-03-19 14:16:00,Male,Rivers,"Postgraduate(Masters,PhD)",High income,1-2 hours,Once a week,Reading notes,Online materials,Sometimes,Yes,Almost always,Hinders somewhat,Rarely,Always,I performed as expected,120 - 200
2024-04-09 19:54:18,Female,Nasarawa,Secondary school,Middle income,1-2 hours,Only before exams,Hands-on practice,Past questions,Always,No,Rarely,Hinders somewhat,Never,Rarely,I performed as expected,120 - 200
2024-05-28 02:30:25,Male,Anambra,No formal education,Middle income,More than 4 hours,4-6 times a week,Watching videos,Videos,Always,No,Sometimes,Helps somewhat,Always,Always,I performed worse than expected,200 - 270
2024-04-24 12:05:14,Female,Imo,University,High income,2-4 hours,Never,Group discussions,Textbooks,Often,No,Always,No impact,Sometimes,Rarely,I performed worse than expected,200 - 270
2024-06-20 18:54:49,Male,Jigawa,Secondary school,High income,1-2 hours,Only before exams,Group discussions,Online materials,Rarely,Yes,Never,Hinders a lot,Always,Rarely,I performed as expected,< 120
2024-08-25 10:29:35,Male,Niger,Secondary school,Low income,Less than 1 hour,Every day,Hands-on practice,Past questions,Rarely,Yes,Almost always,Hinders somewhat,Rarely,Rarely,I performed worse than expected,< 120
2024-04-13 22:27:06,Female,Oyo,"Postgraduate(Masters,PhD)",Middle income,2-4 hours,Never,Reading notes,Tutor,Rarely,No,Rarely,No impact,Never,Never,I performed as expected,> 270
2024-05-15 10:27:30,Male,Niger,No formal education,Middle income,More than 4 hours,Never,Hands-on practice,Online materials,Always,No,Almost always,Helps a lot,Always,Never,I performed worse than expected,> 270
2024-09-21 15:58:25,Male,Bauchi,No formal education,High income,1-2 hours,2-3 times a week,Reading notes,Online materials,Often,Yes,Rarely,Helps a lot,Never,Often,I performed as expected,< 120
2024-10-02 09:41:13,Female,Ondo,Secondary school,High income,Less than 1 hour,2-3 times a week,Group discussions,Textbooks,Often,Yes,Always,Hinders a lot,Always,Never,I performed worse than expected,120 - 200
2024-01-01 11:15:02,Female,Kano,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,4-6 times a week,Hands-on practice,Tutor,Never,Yes,Never,Hinders a lot,Never,Often,I performed as expected,> 270
2024-04-26 12:14:38,Female,Bauchi,Primary school,Low income,More than 4 hours,Never,Reading notes,Online materials,Often,No,Sometimes,Hinders a lot,Rarely,Never,I performed better than expected,120 - 200
2024-04-16 14:58:25,Female,Gombe,University,Middle income,2-4 hours,4-6 times a week,Listening to lectures,Tutor,Sometimes,Yes,Rarely,No impact,Rarely,Always,I performed as expected,120 - 200
2024-03-07 07:50:51,Female,Adamawa,University,Low income,1-2 hours,Once a week,Listening to lectures,Tutor,Sometimes,No,Sometimes,Helps somewhat,Sometimes,Always,I performed better than expected,120 - 200
2024-06-25 19:12:55,Female,Bayelsa,No formal education,High income,2-4 hours,2-3 times a week,Listening to lectures,Tutor,Rarely,No,Rarely,Hinders a lot,Sometimes,Rarely,I performed better than expected,> 270
2024-09-13 13:01:02,Male,Kwara,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,2-3 times a week,Group discussions,Videos,Never,No,Almost always,Helps somewhat,Always,Always,I performed better than expected,120 - 200
2024-05-04 00:59:58,Male,Imo,No formal education,Low income,2-4 hours,Never,Group discussions,Online materials,Never,No,Almost always,No impact,Never,Sometimes,I performed better than expected,< 120
2024-05-27 18:01:54,Male,Adamawa,No formal education,High income,Less than 1 hour,Only before exams,Reading notes,Online materials,Sometimes,Yes,Rarely,Hinders a lot,Never,Always,I performed worse than expected,< 120
2024-02-17 20:57:21,Male,Bayelsa,No formal education,Middle income,1-2 hours,2-3 times a week,Reading notes,Textbooks,Always,Yes,Almost always,Hinders a lot,Usually,Never,I performed as expected,200 - 270
2024-01-01 03:49:06,Male,Yobe,Primary school,Middle income,More than 4 hours,Every day,Listening to lectures,Tutor,Never,Yes,Rarely,Hinders a lot,Always,Rarely,I performed better than expected,< 120
2024-08-04 13:54:02,Male,Zamfara,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,2-3 times a week,Watching videos,Past questions,Rarely,No,Almost always,Hinders a lot,Rarely,Always,I performed as expected,120 - 200
2024-01-30 12:39:04,Male,Delta,Secondary school,High income,2-4 hours,2-3 times a week,Reading notes,Tutor,Always,No,Always,Helps a lot,Sometimes,Rarely,I performed as expected,120 - 200
2024-06-25 12:12:16,Female,Rivers,Primary school,Low income,More than 4 hours,Never,Group discussions,Videos,Always,No,Never,No impact,Sometimes,Always,I performed as expected,120 - 200
2024-01-13 18:11:36,Female,Lagos,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Hands-on practice,Online materials,Often,Yes,Always,Hinders a lot,Never,Always,I performed better than expected,120 - 200
2024-01-28 00:28:11,Female,Imo,No formal education,High income,Less than 1 hour,Only before exams,Listening to lectures,Online materials,Sometimes,Yes,Sometimes,Hinders somewhat,Never,Always,I performed as expected,> 270
2024-01-01 19:14:51,Male,Ondo,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Only before exams,Watching videos,Textbooks,Sometimes,Yes,Always,Helps somewhat,Sometimes,Sometimes,I performed better than expected,200 - 270
